,Date,days hour min sec,Distance 1,Distance 2,Distance 3,keystrokes,left,right,middle,double,wheel,x1 btn,x2 btn,idle days hour min sec
473,2021 ago. 31 00:00:52,294 days 0 hours 33 min 45 sec,219 km,89 m,52 cm,2039429,592012,91186,940,83420,1552745,0,0,257 days 19 hours 1 min 14 sec
474,2021 sep. 01 12:25:22,295 days 12 hours 58 min 15 sec,219 km,319 m,73 cm,2040155,592352,91186,942,83439,1553083,0,0,258 days 12 hours 16 min 40 sec
475,2021 sep. 02 00:00:23,296 days 0 hours 33 min 17 sec,219 km,438 m,5 cm,2041041,592783,91188,942,83467,1553448,0,0,258 days 23 hours 12 min 1 sec
476,2021 sep. 03 00:00:38,297 days 0 hours 33 min 32 sec,219 km,671 m,67 cm,2041104,592848,91188,942,83469,1553478,0,0,259 days 22 hours 10 min 15 sec
477,2021 sep. 04 14:34:18,298 days 15 hours 7 min 11 sec,219 km,772 m,11 cm,2041234,592982,91188,942,83486,1553692,0,0,260 days 19 hours 0 min 17 sec
478,2021 sep. 12 23:23:55,298 days 15 hours 7 min 22 sec,219 km,774 m,24 cm,2041234,592988,91188,942,83486,1553692,0,0,260 days 19 hours 0 min 17 sec
479,2021 sep. 17 10:52:49,298 days 15 hours 21 min 50 sec,219 km,788 m,48 cm,2041305,593011,91188,942,83486,1553692,0,0,260 days 19 hours 5 min 49 sec
480,2021 sep. 18 23:30:17,299 days 2 hours 13 min 43 sec,219 km,896 m,52 cm,2041542,593305,91197,942,83505,1554674,0,0,261 days 5 hours 17 min 56 sec
481,2021 sep. 29 22:07:09,299 days 2 hours 20 min 44 sec,219 km,924 m,28 cm,2041618,593387,91200,947,83513,1554847,0,0,263 days 3 hours 50 min 14 sec
482,2021 oct. 04 10:13:43,299 days 3 hours 50 min 53 sec,219 km,957 m,10 cm,2041787,593391,91214,947,83518,1554847,0,0,263 days 5 hours 14 min 43 sec
483,2021 oct. 05 00:00:45,299 days 17 hours 37 min 55 sec,220 km,7 m,51 cm,2041811,593466,91215,948,83523,1554916,0,0,263 days 18 hours 42 min 0 sec
484,2021 oct. 06 00:00:45,300 days 17 hours 37 min 55 sec,220 km,352 m,30 cm,2041855,593581,91215,950,83526,1555315,0,0,264 days 16 hours 15 min 51 sec
485,2021 oct. 07 00:00:45,301 days 17 hours 37 min 55 sec,220 km,542 m,61 cm,2041922,593730,91215,951,83530,1555758,0,0,265 days 15 hours 13 min 33 sec
486,2021 oct. 08 09:37:32,303 days 3 hours 14 min 41 sec,220 km,543 m,35 cm,2041922,593733,91215,951,83530,1555758,0,0,265 days 17 hours 24 min 55 sec
487,2021 oct. 15 16:02:34,303 days 6 hours 44 min 29 sec,220 km,571 m,6 cm,2041925,593751,91215,951,83530,1555759,0,0,274 days 7 hours 12 min 25 sec
488,2021 oct. 16 00:00:34,303 days 14 hours 42 min 29 sec,220 km,968 m,62 cm,2045441,594584,91244,954,83575,1556676,5,10,274 days 12 hours 56 min 30 sec
489,2021 oct. 17 00:00:51,304 days 14 hours 42 min 45 sec,221 km,716 m,93 cm,2047347,595339,91310,959,83633,1558613,5,10,275 days 9 hours 13 min 51 sec
490,2021 oct. 18 12:13:57,304 days 21 hours 47 min 46 sec,221 km,720 m,99 cm,2047347,595343,91310,959,83633,1558613,5,10,276 days 16 hours 11 min 26 sec
491,2021 oct. 19 09:12:08,305 days 18 hours 45 min 2 sec,221 km,880 m,3 cm,2047606,595620,91326,959,83673,1558830,5,10,276 days 22 hours 33 min 4 sec
492,2021 oct. 20 00:00:04,306 days 9 hours 31 min 2 sec,222 km,418 m,45 cm,2051327,597498,91436,965,83828,1563263,5,10,278 days 0 hours 16 min 28 sec
493,2021 oct. 21 00:00:40,307 days 9 hours 31 min 38 sec,222 km,428 m,3 cm,2051391,597514,91436,965,83828,1563265,5,10,279 days 0 hours 15 min 32 sec
494,2021 oct. 22 10:05:26,308 days 19 hours 36 min 25 sec,223 km,13 m,51 cm,2051873,597799,91448,967,83845,1564000,5,10,279 days 15 hours 42 min 51 sec
495,2021 oct. 23 09:56:35,309 days 19 hours 27 min 34 sec,223 km,97 m,48 cm,2051912,598048,91454,968,83881,1564650,5,10,280 days 20 hours 40 min 38 sec
496,2021 oct. 24 23:23:27,309 days 23 hours 59 min 52 sec,223 km,327 m,50 cm,2052277,598516,91488,969,83922,1565797,5,10,281 days 10 hours 54 min 39 sec
497,2021 oct. 25 00:00:27,310 days 0 hours 36 min 51 sec,223 km,327 m,50 cm,2052282,598516,91488,969,83922,1565797,5,10,281 days 11 hours 28 min 52 sec
498,2021 oct. 26 00:36:18,311 days 1 hours 12 min 42 sec,223 km,444 m,54 cm,2052917,598749,91503,971,83937,1566630,5,10,282 days 5 hours 46 min 31 sec
499,2021 oct. 27 00:00:17,312 days 0 hours 36 min 42 sec,223 km,573 m,83 cm,2052981,598927,91505,974,83949,1566988,5,10,283 days 10 hours 31 min 53 sec
500,2021 oct. 28 00:00:57,313 days 0 hours 37 min 22 sec,224 km,19 m,35 cm,2056920,600426,91530,983,84097,1575380,5,10,284 days 7 hours 27 min 35 sec
501,2021 oct. 29 14:42:03,314 days 15 hours 18 min 28 sec,224 km,625 m,13 cm,2060579,601679,91630,983,84626,1575934,5,10,284 days 8 hours 46 min 9 sec
502,2021 oct. 31 19:19:29,316 days 19 hours 55 min 54 sec,225 km,91 m,53 cm,2062430,602438,91637,988,84701,1581621,5,10,286 days 0 hours 46 min 17 sec
503,2021 nov. 02 09:49:20,316 days 23 hours 24 min 59 sec,225 km,511 m,94 cm,2062435,602449,91637,988,84701,1581621,5,10,289 days 11 hours 37 min 11 sec
504,2021 nov. 03 08:23:36,317 days 21 hours 59 min 15 sec,226 km,509 m,43 cm,2064104,603802,92654,989,85233,1582860,5,10,289 days 20 hours 16 min 53 sec
505,2021 nov. 06 18:10:07,318 days 12 hours 42 min 6 sec,227 km,93 m,53 cm,2066383,605446,92673,993,85376,1590755,5,10,290 days 20 hours 45 min 40 sec
506,2021 nov. 07 00:00:10,318 days 18 hours 32 min 8 sec,227 km,282 m,2 cm,2066409,605589,92676,993,85378,1591805,5,10,291 days 1 hours 39 min 20 sec
507,2021 nov. 08 10:15:05,320 days 4 hours 47 min 3 sec,227 km,717 m,56 cm,2068601,606432,92751,995,85668,1593474,5,10,291 days 2 hours 57 min 6 sec
508,2021 nov. 09 00:45:46,320 days 19 hours 17 min 45 sec,227 km,782 m,70 cm,2068727,606514,92751,995,85669,1593826,5,10,292 days 16 hours 16 min 35 sec
509,2021 nov. 10 09:31:50,322 days 4 hours 3 min 49 sec,227 km,912 m,81 cm,2069079,606735,92755,996,85686,1594337,5,10,293 days 5 hours 26 min 43 sec
510,2021 nov. 11 02:13:33,322 days 20 hours 45 min 31 sec,228 km,604 m,72 cm,2072485,608824,92801,1019,85920,1607583,5,10,294 days 11 hours 29 min 4 sec
511,2021 nov. 12 12:51:42,324 days 7 hours 20 min 15 sec,228 km,746 m,88 cm,2073254,609355,92810,1027,85989,1609884,5,10,295 days 7 hours 36 min 33 sec
512,2021 nov. 13 00:00:54,324 days 18 hours 28 min 15 sec,229 km,66 m,45 cm,2075615,610651,92849,1037,86081,1612026,5,10,296 days 7 hours 24 min 45 sec
513,2021 nov. 14 12:59:05,326 days 7 hours 26 min 26 sec,229 km,88 m,80 cm,2075615,610659,92849,1037,86081,1612026,5,10,297 days 4 hours 50 min 10 sec
514,2021 nov. 15 08:52:46,327 days 3 hours 20 min 6 sec,229 km,116 m,25 cm,2075624,610680,92849,1037,86082,1612038,5,10,297 days 20 hours 34 min 43 sec
515,2021 nov. 16 00:00:05,327 days 18 hours 26 min 16 sec,229 km,740 m,79 cm,2083264,613105,92865,1049,86386,1621361,5,10,299 days 3 hours 3 min 10 sec
516,2021 nov. 17 00:00:04,328 days 18 hours 26 min 15 sec,229 km,927 m,34 cm,2083296,613169,92865,1049,86386,1621472,5,10,300 days 1 hours 56 min 10 sec
517,2021 nov. 19 00:41:58,330 days 19 hours 8 min 10 sec,230 km,166 m,63 cm,2084085,613490,92869,1055,86400,1622515,5,10,300 days 20 hours 22 min 17 sec
518,2021 nov. 20 00:00:07,331 days 18 hours 26 min 18 sec,230 km,299 m,67 cm,2084353,613762,92872,1061,86425,1624024,5,10,302 days 23 hours 37 min 30 sec
519,2021 nov. 22 19:16:13,331 days 18 hours 59 min 5 sec,230 km,305 m,71 cm,2084353,613765,92872,1061,86425,1624024,5,10,303 days 0 hours 8 min 48 sec
520,2021 nov. 23 00:00:13,331 days 23 hours 43 min 5 sec,230 km,724 m,43 cm,2089983,615215,92892,1068,86605,1632218,5,10,303 days 2 hours 22 min 21 sec
521,2021 nov. 24 09:45:33,332 days 16 hours 16 min 45 sec,230 km,974 m,4 cm,2092390,615657,92895,1070,86645,1637209,5,10,303 days 17 hours 12 min 26 sec
522,2021 nov. 24 19:52:11,333 days 0 hours 49 min 44 sec,231 km,404 m,90 cm,2105615,617776,92906,1075,86971,1647753,5,10,303 days 21 hours 37 min 16 sec
523,2021 nov. 25 00:00:10,333 days 4 hours 57 min 43 sec,231 km,635 m,51 cm,2115665,618815,92922,1081,87094,1652151,5,10,303 days 23 hours 43 min 47 sec
524,2021 nov. 27 17:50:16,333 days 5 hours 17 min 15 sec,231 km,657 m,52 cm,2115895,618929,92925,1081,87101,1652346,5,10,303 days 23 hours 50 min 15 sec
525,2021 nov. 28 00:00:16,333 days 11 hours 27 min 14 sec,232 km,408 m,78 cm,2120261,620040,92958,1100,87197,1662191,5,10,304 days 1 hours 8 min 55 sec
526,2021 nov. 29 00:00:12,334 days 11 hours 27 min 11 sec,232 km,929 m,66 cm,2125942,621410,93034,1107,87423,1665502,5,10,304 days 22 hours 40 min 46 sec
527,2021 dic. 01 07:14:12,336 days 18 hours 41 min 11 sec,233 km,20 m,73 cm,2126864,621428,93040,1107,87423,1665587,5,10,304 days 22 hours 44 min 35 sec
528,2021 dic. 02 18:17:10,338 days 5 hours 44 min 9 sec,233 km,332 m,46 cm,2130419,622352,93054,1111,87571,1670486,5,10,307 days 16 hours 34 min 30 sec
529,2021 dic. 03 00:00:10,338 days 11 hours 27 min 9 sec,233 km,829 m,43 cm,2135549,623269,93056,1111,87725,1673022,5,10,308 days 17 hours 27 min 49 sec
530,2021 dic. 04 18:18:21,340 days 5 hours 45 min 20 sec,233 km,961 m,83 cm,2136231,623600,93058,1115,87751,1674748,5,10,309 days 13 hours 12 min 54 sec
531,2021 dic. 05 12:30:09,340 days 23 hours 57 min 8 sec,234 km,19 m,40 cm,2136239,623643,93059,1115,87755,1674754,5,10,311 days 5 hours 1 min 58 sec
532,2021 dic. 06 00:00:10,341 days 11 hours 27 min 9 sec,234 km,566 m,81 cm,2138332,628997,93294,1116,89547,1675144,5,10,311 days 14 hours 39 min 53 sec
533,2021 dic. 07 08:58:40,342 days 20 hours 25 min 38 sec,235 km,198 m,71 cm,2142046,631912,93410,1117,90329,1678544,5,10,312 days 21 hours 0 min 37 sec
534,2021 dic. 08 03:29:13,343 days 14 hours 56 min 11 sec,235 km,490 m,16 cm,2143211,634403,93635,1119,91260,1679182,5,10,313 days 14 hours 38 min 30 sec
535,2021 dic. 09 08:50:58,344 days 20 hours 17 min 57 sec,235 km,813 m,7 cm,2144099,637644,93884,1119,92543,1679317,5,10,314 days 19 hours 15 min 45 sec
536,2021 dic. 10 10:31:40,345 days 21 hours 58 min 39 sec,235 km,978 m,46 cm,2144483,637835,93885,1120,92562,1679789,5,10,315 days 4 hours 19 min 42 sec
537,2021 dic. 11 00:00:41,346 days 11 hours 27 min 40 sec,236 km,74 m,48 cm,2144790,638727,93962,1120,92886,1679859,5,10,316 days 9 hours 26 min 2 sec
538,2021 dic. 12 10:47:17,347 days 22 hours 14 min 15 sec,236 km,90 m,66 cm,2144790,638730,93962,1120,92886,1679859,5,10,316 days 9 hours 26 min 57 sec
539,2021 dic. 13 00:00:17,348 days 11 hours 27 min 16 sec,236 km,715 m,59 cm,2145479,639112,93981,1123,92912,1680786,5,10,318 days 5 hours 59 min 51 sec
540,2021 dic. 14 08:26:09,349 days 19 hours 53 min 8 sec,237 km,561 m,62 cm,2148225,648074,95041,1123,96377,1681033,5,10,318 days 22 hours 32 min 51 sec
541,2021 dic. 15 08:48:43,350 days 20 hours 15 min 42 sec,237 km,561 m,64 cm,2148225,648074,95041,1123,96377,1681033,5,10,319 days 13 hours 55 min 0 sec
542,2021 dic. 16 00:00:36,351 days 11 hours 27 min 35 sec,237 km,901 m,33 cm,2150109,648464,95047,1123,96414,1682035,5,10,321 days 1 hours 32 min 33 sec
543,2021 dic. 17 00:00:05,352 days 11 hours 27 min 4 sec,238 km,294 m,85 cm,2150892,649047,95467,1123,96553,1682492,5,10,322 days 0 hours 53 min 40 sec
544,2021 dic. 18 00:00:58,353 days 11 hours 27 min 57 sec,238 km,517 m,21 cm,2153261,649668,95476,1123,96587,1683595,5,10,322 days 23 hours 39 min 34 sec
545,2021 dic. 20 11:08:17,354 days 1 hours 38 min 17 sec,238 km,789 m,96 cm,2157610,650412,95478,1123,96608,1686415,5,10,323 days 11 hours 52 min 45 sec
546,2021 dic. 21 09:17:46,354 days 23 hours 47 min 46 sec,238 km,857 m,1 cm,2157663,650748,95478,1123,96668,1686783,5,10,324 days 9 hours 36 min 25 sec
547,2021 dic. 22 00:00:46,355 days 14 hours 30 min 46 sec,239 km,366 m,56 cm,2160040,651060,95482,1124,96686,1687880,5,10,324 days 21 hours 43 min 10 sec
548,2021 dic. 23 06:05:34,356 days 20 hours 35 min 34 sec,240 km,252 m,46 cm,2162891,660322,96849,1124,100443,1690136,5,10,326 days 0 hours 12 min 41 sec
549,2021 dic. 24 00:00:34,357 days 14 hours 30 min 34 sec,240 km,977 m,46 cm,2165583,663953,97570,1126,101964,1692912,5,10,326 days 14 hours 30 min 59 sec
550,2021 dic. 25 04:23:20,358 days 18 hours 53 min 20 sec,241 km,753 m,9 cm,2168231,675642,99604,1127,107450,1693414,5,10,327 days 16 hours 31 min 17 sec
551,2021 dic. 26 00:00:21,359 days 14 hours 30 min 21 sec,242 km,232 m,83 cm,2169659,676054,99604,1128,107474,1694618,5,10,328 days 9 hours 36 min 6 sec
552,2021 dic. 27 17:24:46,361 days 7 hours 54 min 46 sec,242 km,263 m,55 cm,2169661,676127,99605,1128,107478,1695179,5,10,330 days 2 hours 48 min 29 sec
553,2021 dic. 28 19:53:10,362 days 10 hours 23 min 10 sec,242 km,714 m,21 cm,2178082,677904,99622,1131,107702,1699703,5,10,331 days 2 hours 10 min 14 sec
554,2021 dic. 29 00:00:09,362 days 14 hours 30 min 9 sec,244 km,104 m,8 cm,2179471,680096,101389,1131,108472,1700193,5,10,331 days 4 hours 48 min 16 sec
555,2021 dic. 30 00:00:23,363 days 14 hours 30 min 23 sec,244 km,279 m,51 cm,2179610,680207,101389,1132,108476,1700648,5,10,332 days 4 hours 3 min 47 sec
556,2021 dic. 31 00:00:41,364 days 14 hours 30 min 41 sec,245 km,452 m,15 cm,2181164,681725,102546,1132,109099,1701068,5,10,333 days 2 hours 22 min 35 sec
557,2022 ene. 03 09:11:39,365 days 3 hours 36 min 55 sec,246 km,377 m,39 cm,2183406,683093,103712,1133,109549,1701831,5,10,336 days 10 hours 11 min 12 sec
558,2022 ene. 04 00:00:04,365 days 17 hours 42 min 21 sec,247 km,5 m,74 cm,2186981,690722,105614,1135,113135,1703447,5,10,336 days 21 hours 30 min 56 sec
559,2022 ene. 05 00:00:31,366 days 17 hours 42 min 48 sec,248 km,568 m,3 cm,2189808,694689,107387,1143,114503,1706154,5,10,337 days 17 hours 15 min 57 sec
560,2022 ene. 06 20:43:03,368 days 14 hours 25 min 20 sec,251 km,14 m,93 cm,2194725,698963,110214,1146,115871,1711095,5,10,338 days 11 hours 15 min 40 sec
561,2022 ene. 07 00:10:43,368 days 17 hours 52 min 59 sec,252 km,269 m,1 cm,2196163,700711,111770,1146,116634,1711382,5,10,339 days 10 hours 52 min 10 sec
562,2022 ene. 08 00:00:41,369 days 17 hours 42 min 58 sec,252 km,435 m,79 cm,2196262,700757,111770,1146,116636,1711452,5,10,340 days 11 hours 19 min 1 sec
563,2022 ene. 10 09:05:18,372 days 2 hours 47 min 35 sec,252 km,437 m,13 cm,2196262,700758,111770,1146,116636,1711452,5,10,342 days 18 hours 3 min 19 sec
564,2022 ene. 11 11:11:50,373 days 4 hours 54 min 7 sec,252 km,523 m,64 cm,2196421,700953,111773,1149,116649,1712260,5,10,343 days 3 hours 2 min 49 sec
565,2022 ene. 12 00:00:37,373 days 17 hours 42 min 53 sec,252 km,996 m,35 cm,2197285,701733,111782,1153,116684,1714635,5,10,343 days 23 hours 51 min 3 sec
566,2022 ene. 13 09:31:43,375 days 3 hours 11 min 52 sec,253 km,137 m,69 cm,2197603,702092,111795,1153,116716,1716629,5,10,344 days 17 hours 43 min 12 sec
567,2022 ene. 14 12:30:12,374 days 14 hours 49 min 19 sec,253 km,137 m,69 cm,2197603,702092,111795,1153,116716,1716629,5,10,344 days 16 hours 42 min 54 sec
568,2022 ene. 15 17:55:50,375 days 20 hours 14 min 57 sec,253 km,845 m,30 cm,2199535,703204,112796,1156,117111,1716816,5,10,345 days 19 hours 22 min 31 sec
569,2022 ene. 16 06:54:52,376 days 9 hours 13 min 58 sec,253 km,900 m,53 cm,2199538,703305,112796,1156,117131,1717094,5,10,345 days 20 hours 35 min 26 sec
570,2022 ene. 17 19:05:53,377 days 21 hours 24 min 59 sec,254 km,61 m,5 cm,2199773,703691,112801,1156,117157,1717627,5,10,346 days 23 hours 44 min 1 sec
571,2022 ene. 18 19:51:50,378 days 22 hours 10 min 56 sec,255 km,451 m,10 cm,2201617,705868,114626,1158,118016,1718616,5,10,347 days 22 hours 9 min 14 sec
572,2022 ene. 20 23:36:43,378 days 22 hours 13 min 36 sec,255 km,455 m,7 cm,2201617,705872,114626,1158,118016,1718616,5,10,350 days 22 hours 20 min 14 sec
573,2022 ene. 21 00:00:43,378 days 22 hours 37 min 36 sec,255 km,586 m,93 cm,2202060,707458,115028,1158,118759,1718645,5,10,350 days 22 hours 21 min 37 sec
574,2022 ene. 22 00:00:28,379 days 11 hours 23 min 2 sec,256 km,84 m,60 cm,2203456,712819,116914,1158,121613,1719464,5,10,351 days 20 hours 34 min 13 sec
575,2022 ene. 23 00:00:00,380 days 11 hours 22 min 34 sec,259 km,66 m,32 cm,2209652,718774,121197,1164,124382,1721638,5,10,352 days 14 hours 23 min 50 sec
576,2022 ene. 24 00:06:48,381 days 11 hours 29 min 22 sec,260 km,496 m,48 cm,2215949,725553,124374,1173,127318,1725937,5,10,353 days 6 hours 49 min 57 sec
577,2022 ene. 26 17:21:54,384 days 4 hours 44 min 28 sec,260 km,670 m,57 cm,2216144,725730,124376,1175,127326,1727114,5,10,354 days 4 hours 19 min 48 sec
578,2022 ene. 27 08:57:18,384 days 20 hours 19 min 52 sec,260 km,926 m,69 cm,2216191,725860,124377,1175,127328,1728085,5,10,356 days 13 hours 47 min 31 sec
579,2022 ene. 28 09:14:19,385 days 20 hours 36 min 53 sec,261 km,141 m,8 cm,2216880,726387,124379,1177,127352,1730399,5,10,356 days 21 hours 41 min 14 sec
580,2022 ene. 29 12:18:18,386 days 23 hours 40 min 52 sec,261 km,330 m,50 cm,2217419,726745,124389,1178,127373,1731656,5,10,358 days 15 hours 4 min 38 sec
581,2022 ene. 31 09:26:19,388 days 20 hours 48 min 53 sec,261 km,413 m,77 cm,2220022,727098,124391,1178,127403,1732219,5,10,360 days 11 hours 32 min 3 sec
582,2022 feb. 01 10:41:33,389 days 22 hours 4 min 7 sec,262 km,693 m,87 cm,2221259,729124,125897,1180,128049,1734268,5,10,360 days 23 hours 21 min 52 sec
583,2022 feb. 02 09:40:18,390 days 21 hours 2 min 52 sec,262 km,766 m,73 cm,2221259,729124,125897,1180,128049,1734268,5,10,361 days 1 hours 34 min 15 sec
584,2022 feb. 03 10:27:28,391 days 21 hours 50 min 2 sec,262 km,960 m,1 cm,2221723,729443,125903,1180,128080,1734964,5,10,361 days 10 hours 1 min 0 sec
585,2022 feb. 04 15:27:14,393 days 2 hours 49 min 48 sec,263 km,125 m,5 cm,2226779,729866,125904,1180,128103,1736987,5,10,361 days 18 hours 2 min 53 sec
586,2022 feb. 05 01:24:00,393 days 12 hours 46 min 34 sec,263 km,205 m,20 cm,2226963,730093,125904,1180,128113,1737545,5,10,361 days 21 hours 59 min 46 sec
587,2022 feb. 06 09:15:21,394 days 20 hours 35 min 12 sec,263 km,745 m,18 cm,2227442,730406,125907,1193,128126,1739723,5,10,362 days 4 hours 17 min 12 sec
588,2022 feb. 07 08:51:39,395 days 20 hours 11 min 29 sec,264 km,79 m,20 cm,2229258,731052,126380,1194,128288,1742968,5,10,362 days 7 hours 21 min 28 sec
589,2022 feb. 09 11:44:35,397 days 23 hours 4 min 25 sec,264 km,82 m,29 cm,2229258,731059,126380,1194,128288,1742979,5,10,362 days 10 hours 50 min 10 sec
590,2022 feb. 12 15:20:03,398 days 0 hours 3 min 25 sec,264 km,82 m,28 cm,2229260,731059,126380,1194,128288,1742979,5,10,364 days 10 hours 7 min 44 sec
591,2022 feb. 13 00:00:43,398 days 8 hours 44 min 5 sec,265 km,895 m,59 cm,2231194,733220,128432,1195,129216,1743166,5,10,364 days 15 hours 8 min 16 sec
592,2022 feb. 16 14:56:35,398 days 13 hours 46 min 36 sec,265 km,896 m,40 cm,2231194,733223,128432,1195,129216,1743166,5,10,364 days 20 hours 10 min 38 sec
593,2022 feb. 18 08:50:36,400 days 7 hours 40 min 36 sec,266 km,110 m,31 cm,2232771,733478,128434,1195,129236,1743635,5,10,365 days 3 hours 26 min 20 sec
594,2022 mar. 06 09:44:54,400 days 19 hours 57 min 5 sec,266 km,126 m,19 cm,2232773,733512,128434,1195,129236,1743676,5,10,367 days 1 hours 4 min 41 sec
595,2022 mar. 09 14:13:03,404 days 0 hours 25 min 13 sec,266 km,509 m,90 cm,2235771,735185,128470,1196,129287,1748482,5,10,370 days 0 hours 5 min 41 sec
596,2022 mar. 10 00:00:54,404 days 10 hours 13 min 5 sec,266 km,729 m,81 cm,2236667,735499,128474,1197,129294,1749195,5,10,370 days 8 hours 40 min 44 sec
597,2022 mar. 11 07:09:44,405 days 17 hours 19 min 40 sec,267 km,206 m,51 cm,2243289,736666,128478,1199,129367,1753114,5,10,370 days 21 hours 30 min 6 sec
598,2022 mar. 20 22:54:23,405 days 17 hours 35 min 43 sec,267 km,241 m,19 cm,2243361,736728,128483,1199,129368,1753426,5,10,370 days 21 hours 31 min 48 sec
599,2022 mar. 21 00:00:30,405 days 18 hours 41 min 49 sec,267 km,512 m,98 cm,2243394,736796,128485,1199,129372,1753569,5,10,370 days 21 hours 54 min 18 sec
600,2022 mar. 23 15:21:53,405 days 18 hours 47 min 19 sec,267 km,541 m,38 cm,2243418,736832,128487,1199,129374,1753840,5,10,370 days 21 hours 55 min 23 sec
601,2022 mar. 23 18:22:22,405 days 20 hours 2 min 20 sec,267 km,583 m,56 cm,2243482,736989,128488,1201,129382,1754556,5,10,370 days 22 hours 49 min 28 sec
602,2022 mar. 24 00:00:22,406 days 1 hours 40 min 19 sec,267 km,860 m,17 cm,2249480,737387,128495,1206,129405,1757222,5,10,371 days 2 hours 37 min 22 sec
603,2022 mar. 25 08:41:25,407 days 10 hours 21 min 22 sec,268 km,269 m,22 cm,2254911,738398,128509,1206,129478,1760484,5,10,371 days 16 hours 6 min 22 sec
604,2022 mar. 26 16:11:39,408 days 17 hours 51 min 36 sec,268 km,975 m,48 cm,2259784,740353,128937,1214,129719,1765008,5,10,372 days 20 hours 33 min 11 sec
605,2022 mar. 27 00:00:39,409 days 1 hours 40 min 36 sec,269 km,371 m,8 cm,2260054,740721,128948,1232,129738,1766987,5,10,373 days 2 hours 5 min 29 sec
606,2022 mar. 31 23:07:37,409 days 2 hours 8 min 58 sec,269 km,376 m,69 cm,2260054,740726,128949,1232,129738,1766987,5,10,378 days 1 hours 10 min 2 sec
607,2022 abr. 01 00:00:40,409 days 3 hours 2 min 1 sec,269 km,481 m,0 cm,2260293,740815,128950,1232,129745,1767192,5,10,378 days 1 hours 30 min 47 sec
608,2022 abr. 06 11:33:30,414 days 14 hours 34 min 51 sec,269 km,508 m,57 cm,2260305,740872,128952,1233,129751,1767253,5,10,383 days 12 hours 52 min 47 sec
609,2022 abr. 07 00:00:33,415 days 3 hours 1 min 53 sec,269 km,759 m,49 cm,2261424,741381,128962,1242,129775,1768797,5,10,383 days 23 hours 50 min 22 sec
610,2022 abr. 10 03:54:05,418 days 6 hours 55 min 26 sec,269 km,764 m,26 cm,2261426,741387,128962,1242,129775,1768797,5,10,384 days 21 hours 57 min 45 sec
611,2022 abr. 12 16:25:32,420 days 19 hours 26 min 53 sec,269 km,792 m,20 cm,2261459,741460,128966,1242,129775,1769247,5,10,387 days 23 hours 34 min 5 sec
612,2022 abr. 13 00:00:38,421 days 3 hours 1 min 59 sec,269 km,804 m,35 cm,2261459,741460,128966,1242,129775,1769247,5,10,389 days 23 hours 34 min 33 sec
613,2022 abr. 14 00:00:31,422 days 3 hours 1 min 52 sec,269 km,955 m,9 cm,2261754,742736,129540,1242,130498,1769615,5,10,390 days 23 hours 2 min 10 sec
614,2022 abr. 15 00:43:31,423 days 3 hours 42 min 44 sec,269 km,970 m,94 cm,2261760,742785,129541,1242,130503,1769647,5,10,391 days 1 hours 39 min 6 sec
615,2022 abr. 18 13:32:51,426 days 16 hours 32 min 4 sec,269 km,990 m,89 cm,2261761,742785,129541,1242,130503,1769647,5,10,391 days 4 hours 6 min 13 sec
616,2022 abr. 19 12:02:15,427 days 15 hours 1 min 27 sec,270 km,124 m,88 cm,2263288,743189,129556,1243,130527,1770146,5,10,391 days 6 hours 41 min 1 sec
617,2022 abr. 20 14:02:18,428 days 17 hours 1 min 30 sec,270 km,972 m,84 cm,2266939,744749,130600,1243,131042,1771270,5,10,392 days 5 hours 4 min 47 sec
618,2022 abr. 21 00:00:49,429 days 3 hours 0 min 1 sec,271 km,346 m,50 cm,2271437,746015,130627,1243,131153,1774618,5,10,393 days 9 hours 26 min 8 sec
619,2022 abr. 22 08:59:51,430 days 11 hours 59 min 4 sec,271 km,574 m,62 cm,2272156,746271,130640,1245,131166,1775347,5,10,394 days 17 hours 27 min 34 sec
620,2022 abr. 25 21:41:58,434 days 0 hours 41 min 10 sec,272 km,556 m,20 cm,2280272,748857,131321,1252,131603,1782366,5,10,398 days 1 hours 4 min 30 sec
621,2022 abr. 26 22:56:15,435 days 1 hours 55 min 28 sec,272 km,722 m,25 cm,2284715,749398,131330,1258,131643,1784021,5,10,398 days 1 hours 26 min 35 sec
622,2022 abr. 27 10:20:29,435 days 13 hours 19 min 41 sec,272 km,800 m,97 cm,2287357,749772,131332,1258,131668,1784523,5,10,399 days 1 hours 35 min 34 sec
623,2022 abr. 28 13:02:48,436 days 16 hours 2 min 0 sec,272 km,995 m,43 cm,2291818,750401,131340,1259,131719,1786695,5,10,399 days 20 hours 56 min 2 sec
624,2022 abr. 29 09:52:59,437 days 12 hours 52 min 12 sec,273 km,93 m,2 cm,2291820,750435,131341,1259,131723,1786803,5,10,400 days 17 hours 20 min 35 sec
625,2022 may. 02 14:57:52,437 days 18 hours 6 min 59 sec,273 km,352 m,87 cm,2306210,751350,131347,1259,131785,1789212,5,10,400 days 20 hours 18 min 53 sec
626,2022 may. 03 07:29:00,438 days 10 hours 38 min 7 sec,273 km,363 m,16 cm,2306335,751372,131347,1259,131787,1789230,5,10,401 days 12 hours 41 min 3 sec
627,2022 may. 04 11:53:12,439 days 15 hours 2 min 19 sec,273 km,839 m,3 cm,2316911,753140,131374,1273,131901,1793752,5,10,401 days 17 hours 44 min 20 sec
